id,name,match_api_id,home_team,away_team_api_id,home_team_goal,away_team_goal,season,name:1,BWH,BWH:1,LBH,PSH,WHH,VCH,BWD,IWD,LBD,PSD,WHD,VCD,BWA,IWA,LBA,LBA:1,PSA,WHA,VCA,B365A,B365D,B365H,vyhodny_kurs,id,team_api_id,team_fifa_api_id,team_long_name,team_short_name
5788,France Ligue 1,830450,Valenciennes FC,9874,1,1,2010/2011,France,2.05,2.05,2,,2.05,2.05,3.25,3.2,3,,3.1,3.2,3.5,3.4,3.4,3.4,,4,4,4,3.1,2.05,NE,9553,9874,226,FC Sochaux-Montbéliard,SOC
5789,France Ligue 1,830456,RC Lens,8689,2,3,2010/2011,France,2.5,2.5,2.38,,2.35,2.5,3,3.2,3,,3.3,3.2,2.85,2.7,2.75,2.75,,3,3.12,3.2,3,2.4,ANO,9544,8689,217,FC Lorient,LOR
5793,France Ligue 1,830463,OGC Nice,7819,0,4,2010/2011,France,2.05,2.05,2,,2,2.15,3.2,3.2,3,,3.2,3.2,3.6,3.8,3.4,3.4,,4,4,3.8,3.2,2.05,ANO,9540,7819,210,SM Caen,CAE
5795,France Ligue 1,830467,Stade Rennais FC,9827,0,0,2010/2011,France,2.2,2.2,2.1,,2.2,2.3,3.1,3.1,3,,3,3.1,3.3,2.9,3.2,3.2,,3.6,3.6,3.4,3.1,2.25,NE,9539,9827,59,Girondins de Bordeaux,BOR
5796,France Ligue 1,830469,AS Saint-Étienne,9829,1,1,2010/2011,France,2.15,2.15,2.1,,2.2,2.2,3,3.1,3,,3,3.2,3.5,3.1,3.2,3.2,,3.6,3.8,3.75,3.1,2.1,NE,9547,9829,69,AS Monaco,MON
5800,France Ligue 1,830477,AJ Auxerre,10249,1,0,2010/2011,France,2.2,2.2,2.1,,2.25,2.25,3,3.1,3,,3,3.2,3.4,3.7,3.2,3.2,,3.5,3.6,3.6,3,2.2,ANO,10309,10249,70,Montpellier Hérault SC,MON
5803,France Ligue 1,830480,SM Caen,8588,1,1,2010/2011,France,2.1,2.1,2.1,,2.2,2.2,3.1,3.3,3,,3,3.25,3.6,3.7,3.2,3.2,,3.6,3.8,3.8,3.1,2.1,NE,10300,8588,64,RC Lens,LEN
5805,France Ligue 1,830482,Olympique Lyonnais,8592,3,2,2010/2011,France,2.25,2.25,2.2,,2.2,2.3,3.2,3.2,2.88,,3.1,3.2,3.1,3,3.1,3.1,,3.5,3.5,3.25,3.2,2.25,ANO,9552,8592,219,Olympique de Marseille,MAR
5806,France Ligue 1,830483,AS Monaco,9847,1,1,2010/2011,France,3,3,2.8,,3.1,3.2,3.1,3.2,3,,3.1,3.12,2.35,2.4,2.3,2.3,,2.4,2.5,2.38,3,3.25,NE,9548,9847,73,Paris Saint-Germain,PSG
5808,France Ligue 1,830486,Valenciennes FC,9851,2,0,2010/2011,France,2.4,2.4,2.38,,2.4,2.4,2.95,3.1,3,,3.1,3.1,3.1,2.9,2.7,2.7,,3.1,3.4,3.2,3,2.4,ANO,9551,9851,74,Stade Rennais FC,REN
5809,France Ligue 1,830489,AJ Auxerre,9748,4,0,2010/2011,France,3.4,3.4,3.2,,3.5,3.75,3,3.1,3,,3.1,3.2,2.2,2.2,2.1,2.1,,2.2,2.15,2.2,3.2,3.4,ANO,9545,9748,66,Olympique Lyonnais,LYO
5810,France Ligue 1,830490,RC Lens,9827,1,0,2010/2011,France,2.6,2.6,2.6,,2.62,2.75,3.2,3.3,3,,3.2,3.12,2.6,2.4,2.5,2.5,,2.75,2.75,2.7,3.2,2.6,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5812,France Ligue 1,830494,Montpellier Hérault SC,8689,3,1,2010/2011,France,2.45,2.45,2.25,,2.45,2.5,3.05,2.9,3,,3,3.1,2.9,3.1,2.88,2.88,,3.1,3.12,3.2,3,2.4,ANO,9544,8689,217,FC Lorient,LOR
5816,France Ligue 1,830502,AS Saint-Étienne,8639,1,2,2010/2011,France,3.7,3.7,3,,3.75,3.75,3.1,3.2,3.2,,3.3,3.25,2.05,2.1,2.1,2.1,,2,2.15,2.1,3.2,3.6,ANO,9550,8639,65,LOSC Lille,LIL
5817,France Ligue 1,830503,FC Sochaux-Montbéliard,9829,3,0,2010/2011,France,2.15,2.15,2,,2.15,2.3,3.05,3.3,3.2,,3.25,3.12,3.45,3.7,3.2,3.2,,3.5,3.5,3.6,3.2,2.1,ANO,9547,9829,69,AS Monaco,MON
5818,France Ligue 1,830505,Toulouse FC,9873,0,0,2010/2011,France,2.15,2.15,1.91,,2.1,2.1,2.75,2.9,3,,3,3.2,3.95,3.5,3.75,3.75,,4,4,3.75,3.25,2.05,NE,9555,9873,110456,Valenciennes FC,VAL
5820,France Ligue 1,830508,Girondins de Bordeaux,9847,1,0,2010/2011,France,2.6,2.6,2.5,,2.62,2.88,3.2,3.1,3.2,,3.25,3.25,2.6,2.55,2.5,2.5,,2.7,2.62,2.6,3.2,2.75,ANO,9548,9847,73,Paris Saint-Germain,PSG
5824,France Ligue 1,830516,FC Lorient,8592,2,2,2010/2011,France,3.7,3.7,3.2,,3.6,3.75,3.25,3.4,3,,3.1,3.2,2,1.8,2.1,2.1,,2.15,2.05,2.05,3.3,3.6,NE,9552,8592,219,Olympique de Marseille,MAR
5827,France Ligue 1,830520,AS Saint-Étienne,9851,1,2,2010/2011,France,2.25,2.25,2.1,,2.3,2.25,3,3.2,2.88,,3.1,3,3.3,3,3.3,3.3,,3.3,3.4,3.5,3,2.25,ANO,9551,9851,74,Stade Rennais FC,REN
5828,France Ligue 1,830522,Valenciennes FC,8583,1,1,2010/2011,France,2.15,2.15,2.1,,2.15,2.1,2.85,3,2.88,,3.1,3.1,3.8,3.4,3.3,3.3,,3.6,3.8,3.9,3,2.1,NE,9537,8583,57,AJ Auxerre,AUX
5829,France Ligue 1,830524,AJ Auxerre,8521,0,1,2010/2011,France,2.3,2.3,2.1,,2.3,2.5,2.95,3.2,3.1,,3.1,3,3.25,3.2,3.2,3.2,,3.2,3.3,3.4,3,2.3,ANO,11076,8521,378,Stade Brestois 29,BRE
5833,France Ligue 1,830530,Montpellier Hérault SC,9829,0,1,2010/2011,France,2.85,2.85,2.75,,3,3.1,3.2,3.1,3.2,,3.2,3.1,2.4,2.4,2.25,2.25,,2.38,2.38,2.3,3.25,3.1,ANO,9547,9829,69,AS Monaco,MON
5835,France Ligue 1,830534,Paris Saint-Germain,8639,2,2,2010/2011,France,2.25,2.25,2.2,,2.2,2.15,3.2,3.1,3,,3.3,3.12,3.1,2.8,3,3,,3.3,3.5,3.25,3.25,2.2,NE,9550,8639,65,LOSC Lille,LIL
5838,France Ligue 1,830538,Toulouse FC,9827,2,0,2010/2011,France,2.25,2.25,2.2,,2.25,2.15,3.1,3,3,,3,3,3.2,3.2,3,3,,3.5,3.6,3.25,3.2,2.25,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5842,France Ligue 1,830542,SM Caen,8592,2,2,2010/2011,France,2.1,2.1,2,,2.1,2.15,3.4,3.1,3.2,,3.4,3.2,3.25,3.3,3.2,3.2,,3.4,3.4,3.5,3.25,2.1,NE,9552,8592,219,Olympique de Marseille,MAR
5844,France Ligue 1,830544,FC Lorient,8583,1,2,2010/2011,France,2.45,2.45,2.38,,2.5,2.5,2.9,2.5,2.88,,3,2.88,3.05,3.5,2.8,2.8,,3,3.1,3.2,3,2.4,ANO,9537,8583,57,AJ Auxerre,AUX
5845,France Ligue 1,830545,AS Monaco,9748,0,2,2010/2011,France,3,3,2.75,,3,3,3,3,3,,3,3.2,2.4,2.4,2.38,2.38,,2.5,2.38,2.4,3.2,3,ANO,9545,9748,66,Olympique Lyonnais,LYO
5849,France Ligue 1,829900,AC Arles-Avignon,9851,0,1,2010/2011,France,3.2,3.2,3.2,,3.5,3.5,3.1,3.1,3,,3.1,3,2.25,2.3,2.1,2.1,,2.05,2.2,2.38,3,3.25,ANO,9551,9851,74,Stade Rennais FC,REN
5850,France Ligue 1,829901,Girondins de Bordeaux,8592,1,1,2010/2011,France,2.4,2.4,2.3,,2.3,2.38,3.25,3.1,2.9,,3,3,2.8,2.9,2.9,2.9,,3.1,3.1,3.1,3.1,2.4,NE,9552,8592,219,Olympique de Marseille,MAR
5853,France Ligue 1,829904,FC Lorient,9748,2,0,2010/2011,France,3.2,3.2,3,,2.9,3.25,3.1,3.1,3,,3.1,3,2.25,2.2,2.2,2.2,,2.38,2.3,2.3,3.1,3.25,ANO,9545,9748,66,Olympique Lyonnais,LYO
5854,France Ligue 1,829905,AS Monaco,8583,2,0,2010/2011,France,2.25,2.25,2.2,,2.25,2.38,3,3,3,,3,2.88,3.3,3.2,3,3,,3.2,3.25,3.25,3,2.38,ANO,9537,8583,57,AJ Auxerre,AUX
5855,France Ligue 1,829907,AS Nancy-Lorraine,9941,0,2,2010/2011,France,2.45,2.45,2.3,,2.3,2.4,3,3.1,2.9,,3,3,2.95,2.65,2.9,2.9,,3.1,3.2,3.2,3,2.4,ANO,9546,9941,1809,Toulouse FC,TOU
5856,France Ligue 1,829908,AS Saint-Étienne,8588,3,1,2010/2011,France,2,2,1.91,,1.95,1.95,3.1,3.2,3.1,,3.1,3.12,3.9,3.4,3.6,3.6,,3.8,4,4,3.1,2.05,ANO,10300,8588,64,RC Lens,LEN
5857,France Ligue 1,829909,FC Sochaux-Montbéliard,9847,3,1,2010/2011,France,3.1,3.1,2.88,,3.1,2.88,3.1,3.1,3,,3.1,3.12,2.3,2.5,2.25,2.25,,2.25,2.4,2.3,3.1,3.25,ANO,9548,9847,73,Paris Saint-Germain,PSG
5858,France Ligue 1,829910,Valenciennes FC,10249,0,1,2010/2011,France,2.15,2.15,2.1,,2.15,2.15,3.1,3,3,,3,3,3.4,3.1,3.2,3.2,,3.4,3.6,3.6,3,2.2,ANO,10309,10249,70,Montpellier Hérault SC,MON
5859,France Ligue 1,829911,AJ Auxerre,7819,1,1,2010/2011,France,1.95,1.95,1.91,,1.83,2.05,3.1,3.2,3,,3.2,3.12,4.1,3.4,3.75,3.75,,4.2,4.2,4,3.1,2.05,NE,9540,7819,210,SM Caen,CAE
5860,France Ligue 1,829912,Stade Brestois 29,8689,0,0,2010/2011,France,2.55,2.55,2.38,,2.6,2.62,3,3.1,3,,2.9,3,2.8,2.8,2.75,2.75,,2.7,3,3,3,2.5,NE,9544,8689,217,FC Lorient,LOR
5861,France Ligue 1,829913,RC Lens,8639,1,4,2010/2011,France,3,3,2.88,,3,3.2,3.1,3,2.8,,2.9,3,2.35,2.4,2.38,2.38,,2.38,2.5,2.4,3,3.2,ANO,9550,8639,65,LOSC Lille,LIL
5865,France Ligue 1,829917,OGC Nice,9827,2,1,2010/2011,France,3.1,3.1,3,,3.1,3.2,3.1,3.1,2.88,,3,3.1,2.3,2.3,2.25,2.25,,2.3,2.4,2.3,3.1,3.25,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5870,France Ligue 1,829922,Girondins de Bordeaux,9748,2,0,2010/2011,France,2.55,2.55,2.5,,2.6,2.6,3.1,3.1,2.8,,3.1,3.1,2.75,2.8,2.75,2.75,,2.8,3,2.9,3,2.55,ANO,9545,9748,66,Olympique Lyonnais,LYO
5872,France Ligue 1,829924,FC Lorient,7819,0,1,2010/2011,France,2.2,2.2,2,,2.1,2.1,3,3.1,3,,3.2,3.12,3.4,3.1,3.4,3.4,,3.6,3.8,3.6,3,2.2,ANO,9540,7819,210,SM Caen,CAE
5873,France Ligue 1,829925,AS Monaco,9941,0,0,2010/2011,France,2.4,2.4,2.25,,2.3,2.25,2.95,3.1,2.88,,3.1,3,3.1,2.9,3,3,,3.3,3.6,3.4,3,2.3,NE,9546,9941,1809,Toulouse FC,TOU
5875,France Ligue 1,829928,Paris Saint-Germain,9851,0,0,2010/2011,France,2,2,2,,2.1,2.1,3.25,3.2,3,,3.2,3.12,3.7,3.4,3.4,3.4,,3.6,4,3.5,3.2,2.15,NE,9551,9851,74,Stade Rennais FC,REN
5876,France Ligue 1,829929,AS Saint-Étienne,10249,3,0,2010/2011,France,1.95,1.95,1.91,,2.1,2,3.25,3.2,3.1,,3.2,3.1,3.8,3.8,3.6,3.6,,3.6,4,3.8,3.2,2.05,ANO,10309,10249,70,Montpellier Hérault SC,MON
5877,France Ligue 1,829930,FC Sochaux-Montbéliard,9831,4,0,2010/2011,France,2.1,2.1,2,,2.2,2.2,3.1,3.1,3,,3.2,3.12,3.5,3.3,3.4,3.4,,3.4,3.6,3.6,3.2,2.1,ANO,9542,9831,72,OGC Nice,NIC
5878,France Ligue 1,829931,Valenciennes FC,8588,1,1,2010/2011,France,2.1,2.1,2,,2.1,2.15,3.2,3.2,3,,3.2,3.12,3.4,3.4,3.4,3.4,,3.6,3.8,3.4,3.1,2.1,NE,10300,8588,64,RC Lens,LEN
5880,France Ligue 1,829934,Stade Brestois 29,9873,1,0,2010/2011,France,2.55,2.55,2.38,,2.5,2.4,3,3,2.88,,3,3,2.8,3,2.8,2.8,,3,3.25,3.25,3.1,2.3,ANO,9555,9873,110456,Valenciennes FC,VAL
5881,France Ligue 1,829935,SM Caen,9827,0,0,2010/2011,France,2.95,2.95,2.88,,3.1,3,3.1,3.1,3,,3.1,3,2.4,2.4,2.25,2.25,,2.4,2.6,2.6,2.9,3,NE,9539,9827,59,Girondins de Bordeaux,BOR
5882,France Ligue 1,829936,RC Lens,9847,0,2,2010/2011,France,3,3,2.9,,2.9,3.12,3.1,3.1,2.9,,3,3.1,2.35,2.5,2.3,2.3,,2.6,2.5,2.5,3,3,ANO,9548,9847,73,Paris Saint-Germain,PSG
5883,France Ligue 1,829937,FC Lorient,9829,2,1,2010/2011,France,2.35,2.35,2.2,,2.3,2.25,2.95,3,3,,3,3,3.2,3,3,3,,3.4,3.6,3.5,3,2.25,ANO,9547,9829,69,AS Monaco,MON
5887,France Ligue 1,829941,OGC Nice,9851,1,2,2010/2011,France,2.65,2.65,2.5,,2.75,2.75,3,3,3,,3,3,2.7,2.75,2.6,2.6,,2.75,2.88,2.8,2.9,2.75,ANO,9551,9851,74,Stade Rennais FC,REN
5888,France Ligue 1,829942,Toulouse FC,8639,1,1,2010/2011,France,2.65,2.65,2.5,,2.75,2.75,3.1,3.1,3,,3,3.1,2.65,2.7,2.6,2.6,,2.75,2.75,2.7,3,2.75,NE,9550,8639,65,LOSC Lille,LIL
5893,France Ligue 1,829948,AS Nancy-Lorraine,9748,2,3,2010/2011,France,3.3,3.3,3,,3,3.5,3.1,3.1,3,,3.1,3.1,2.2,2.2,2.2,2.2,,2.3,2.2,2.2,3.1,3.5,ANO,9545,9748,66,Olympique Lyonnais,LYO
5896,France Ligue 1,829951,AS Saint-Étienne,8592,1,1,2010/2011,France,2.95,2.95,2.88,,2.9,3,3.3,3.2,3,,3,3.1,2.3,2.3,2.25,2.25,,2.38,2.5,2.45,3.2,2.88,NE,9552,8592,219,Olympique de Marseille,MAR
5897,France Ligue 1,829952,FC Sochaux-Montbéliard,8588,3,0,2010/2011,France,2.1,2.1,2,,1.95,2.1,3.1,3.2,3,,3.1,3.12,3.5,3.4,3.4,3.4,,3.8,3.8,3.6,3.2,2.1,ANO,10300,8588,64,RC Lens,LEN
5898,France Ligue 1,829953,Valenciennes FC,7819,2,1,2010/2011,France,2.2,2.2,2.1,,2.2,2.2,3,3.1,3,,3,3,3.4,3.1,3.2,3.2,,3.25,3.6,3.5,3.1,2.2,ANO,9540,7819,210,SM Caen,CAE
5899,France Ligue 1,829954,AJ Auxerre,9827,0,1,2010/2011,France,2.65,2.65,2.5,,2.62,2.62,3.1,3,2.8,,2.9,3.1,2.85,2.6,2.75,2.75,,3,2.88,3,3,2.5,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5901,France Ligue 1,829956,SM Caen,9829,0,0,2010/2011,France,2.25,2.25,2.25,,2.3,2.25,3,3,2.88,,3.1,3.1,3.3,3,3,3,,3.2,3.6,3.5,3,2.25,NE,9547,9829,69,AS Monaco,MON
5902,France Ligue 1,829957,RC Lens,9851,0,0,2010/2011,France,3.2,3.2,3,,3,3.1,3.15,3.1,3,,3,3.1,2.2,2.3,2.2,2.2,,2.5,2.5,2.4,3,3.2,NE,9551,9851,74,Stade Rennais FC,REN
5904,France Ligue 1,829959,Olympique Lyonnais,8639,3,1,2010/2011,France,2.1,2.1,2,,2.2,2.1,3.2,3.1,3,,3.1,3.25,3.8,3.1,3.4,3.4,,3.5,3.75,3.6,3.2,2.1,ANO,9550,8639,65,LOSC Lille,LIL
5907,France Ligue 1,829962,OGC Nice,9853,2,1,2010/2011,France,2.75,2.75,2.6,,2.7,2.75,3,3,3,,3.1,3.1,2.6,2.6,2.5,2.5,,2.7,2.75,2.7,3,2.8,ANO,9556,9853,1819,AS Saint-Étienne,ETI
5908,France Ligue 1,829963,Toulouse FC,9847,0,2,2010/2011,France,2.65,2.65,2.6,,2.7,2.88,2.95,3,2.8,,3,3,2.75,2.6,2.6,2.6,,2.8,2.75,2.75,3,2.75,ANO,9548,9847,73,Paris Saint-Germain,PSG
5909,France Ligue 1,1019336,AC Ajaccio,9941,0,2,2011/2012,France,2.6,2.6,2.6,,2.6,2.63,2.95,3,3,,3,3.1,2.8,2.7,2.6,2.6,,2.88,3,2.88,3,2.63,ANO,9546,9941,1809,Toulouse FC,TOU
5911,France Ligue 1,1019338,Stade Brestois 29,4087,2,2,2011/2012,France,2.15,2.15,2.2,,2.3,2.4,3.1,3.1,3,,3,3.1,3.4,3.3,3.2,3.2,,3.4,3.4,3.4,3,2.3,NE,11822,4087,111271,Évian Thonon Gaillard FC,ETG
5912,France Ligue 1,1019339,SM Caen,9873,1,0,2011/2012,France,2.25,2.25,2.2,,2.38,2.3,3,3,3,,3,3.2,3.3,3.4,3.2,3.2,,3.2,3.6,3.4,3,2.3,ANO,9555,9873,110456,Valenciennes FC,VAL
5913,France Ligue 1,1019340,Dijon FCO,9851,1,5,2011/2012,France,2.95,2.95,2.9,,2.9,2.75,2.95,3.1,2.88,,3.1,3,2.5,2.4,2.4,2.4,,2.5,2.63,2.63,3,2.88,ANO,9551,9851,74,Stade Rennais FC,REN
5915,France Ligue 1,1019342,Montpellier Hérault SC,8583,3,1,2011/2012,France,2.1,2.1,2.1,,2.25,2.2,3,3,3,,3.1,3.2,3.7,3.05,3.4,3.4,,3.4,3.8,3.8,3.1,2.1,ANO,9537,8583,57,AJ Auxerre,AUX
5916,France Ligue 1,1019343,AS Nancy-Lorraine,8639,1,1,2011/2012,France,3.4,3.4,3.4,,3.4,3.6,3.2,3.1,3,,3.1,3.2,2.1,2.1,2.1,2.1,,2.25,2.25,2.2,3.1,3.5,NE,9550,8639,65,LOSC Lille,LIL
5920,France Ligue 1,1019502,AJ Auxerre,8639,1,3,2011/2012,France,3.2,3.2,3,,3.2,3.4,3.1,3.05,3,,3.2,3.12,2.3,2.5,2.2,2.2,,2.3,2.38,2.3,3.2,3.2,ANO,9550,8639,65,LOSC Lille,LIL
5921,France Ligue 1,1019505,Stade Brestois 29,7819,1,1,2011/2012,France,2.2,2.2,2.2,,2.2,2.2,3.1,3.05,3,,3.1,3.1,3.4,3.15,3,3,,3.5,3.8,3.5,3.1,2.2,NE,9540,7819,210,SM Caen,CAE
5922,France Ligue 1,1019507,Évian Thonon Gaillard FC,9853,1,2,2011/2012,France,2.45,2.45,2.38,,2.38,2.5,3.1,3.1,3,,3.1,3.1,2.95,2.8,2.75,2.75,,3.1,3.12,3.1,3.1,2.4,ANO,9556,9853,1819,AS Saint-Étienne,ETI
5925,France Ligue 1,1019513,OGC Nice,9827,3,0,2011/2012,France,2.75,2.75,2.6,,2.75,2.75,3.2,3.05,3,,3.1,3,2.7,2.6,2.5,2.5,,2.62,2.75,2.6,3.1,2.8,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5927,France Ligue 1,1019516,Toulouse FC,8592,0,0,2011/2012,France,2.9,2.9,2.6,,2.7,2.88,3.1,3.05,3,,3.1,3.12,2.6,2.5,2.5,2.5,,2.7,2.62,2.6,3.1,2.8,NE,9552,8592,219,Olympique de Marseille,MAR
5928,France Ligue 1,1019517,Valenciennes FC,9874,3,0,2011/2012,France,2,2,2,,2.05,2,3.3,3.1,3,,3.25,3.3,3.75,3.3,3.5,3.5,,3.75,4,3.75,3.2,2.05,ANO,9553,9874,226,FC Sochaux-Montbéliard,SOC
5929,France Ligue 1,1019521,AJ Auxerre,9851,0,1,2011/2012,France,2.4,2.4,2.3,,2.38,2.5,3.1,3.1,3,,3.1,3.2,3,2.9,2.8,2.8,,3.1,3.1,3,3.2,2.4,ANO,9551,9851,74,Stade Rennais FC,REN
5931,France Ligue 1,1019525,SM Caen,10249,1,3,2011/2012,France,2.75,2.75,2.5,,2.7,2.88,3,3.05,3,,3.1,3.2,2.65,2.7,2.6,2.6,,2.7,2.75,2.7,3.1,2.7,ANO,10309,10249,70,Montpellier Hérault SC,MON
5932,France Ligue 1,1019528,LOSC Lille,9748,3,1,2011/2012,France,2.3,2.3,2.2,,2.25,2.3,3.1,3.1,3,,3.2,3.2,3.4,3.1,3,3,,3.3,3.6,3.2,3.1,2.3,ANO,9545,9748,66,Olympique Lyonnais,LYO
5933,France Ligue 1,1019529,FC Lorient,9941,0,0,2011/2012,France,2.25,2.25,2.2,,2.2,2.3,3,3.15,3,,3.1,3.1,3.4,3.25,3,3,,3.5,3.75,3.5,3.1,2.2,NE,9546,9941,1809,Toulouse FC,TOU
5935,France Ligue 1,1019532,AS Nancy-Lorraine,9831,1,0,2011/2012,France,2.3,2.3,2.25,,2.3,2.5,3,3.1,3,,3.1,3.1,3.3,3.2,2.88,2.88,,3.2,3.3,3.2,3,2.4,ANO,9542,9831,72,OGC Nice,NIC
5937,France Ligue 1,1019535,AS Saint-Étienne,9873,1,0,2011/2012,France,2.2,2.2,2.1,,2.1,2.3,3.1,3.1,3,,3.2,3.2,3.4,3.4,3.2,3.2,,3.6,3.5,3.5,3.25,2.1,ANO,9555,9873,110456,Valenciennes FC,VAL
5939,France Ligue 1,1019539,AC Ajaccio,9827,0,2,2011/2012,France,3.5,3.5,3.2,,4,4,3.25,3.2,3.2,,3,3.25,2.1,2.1,2,2,,2.1,2.15,2.15,3.1,3.6,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5940,France Ligue 1,1019541,Stade Brestois 29,8689,3,1,2011/2012,France,2.75,2.75,2.5,,2.7,2.75,3,3,3,,3,3,2.65,2.7,2.6,2.6,,2.8,3,2.9,3,2.6,ANO,9544,8689,217,FC Lorient,LOR
5942,France Ligue 1,1019545,Évian Thonon Gaillard FC,8583,3,1,2011/2012,France,2.75,2.75,2.5,,2.7,2.75,3.1,3.05,3.1,,3,3,2.6,2.6,2.5,2.5,,2.8,3,2.8,3.1,2.6,ANO,9537,8583,57,AJ Auxerre,AUX
5945,France Ligue 1,1019555,OGC Nice,9874,1,1,2011/2012,France,2.25,2.25,2.1,,2.2,2.2,3.2,3.1,3,,3.1,3.2,3.4,3.1,3.2,3.2,,3.5,3.8,3.4,3.2,2.2,NE,9553,9874,226,FC Sochaux-Montbéliard,SOC
5947,France Ligue 1,1019560,Toulouse FC,9851,1,0,2011/2012,France,2.45,2.45,2.38,,2.4,2.5,3.1,3.1,2.88,,3,3,3.1,2.9,2.8,2.8,,3.2,3.3,3,3,2.5,ANO,9551,9851,74,Stade Rennais FC,REN
5948,France Ligue 1,1019564,Valenciennes FC,8639,0,0,2011/2012,France,3.4,3.4,3,,3.3,3.4,3.2,3.2,3,,3.1,3.2,2.15,2.3,2.2,2.2,,2.3,2.4,2.3,3.2,3.2,NE,9550,8639,65,LOSC Lille,LIL
5949,France Ligue 1,1019567,AJ Auxerre,9941,2,0,2011/2012,France,2.45,2.45,2.25,,2.5,2.5,2.95,3.1,3,,3,3,3.1,2.8,2.88,2.88,,3,3.4,3.2,3,2.4,ANO,9546,9941,1809,Toulouse FC,TOU
5950,France Ligue 1,1019569,Girondins de Bordeaux,9847,1,1,2011/2012,France,3.25,3.25,2.88,,3.3,3.3,3.25,3.2,3,,3.1,3.12,2.3,2.3,2.25,2.25,,2.3,2.4,2.3,3,3.4,NE,9548,9847,73,Paris Saint-Germain,PSG
5955,France Ligue 1,1019581,AS Nancy-Lorraine,8521,2,1,2011/2012,France,2.3,2.3,2.25,,2.4,2.4,3,3,2.88,,2.9,3,3.3,3.1,3,3,,3.3,3.5,3.25,3.1,2.3,ANO,11076,8521,378,Stade Brestois 29,BRE
5957,France Ligue 1,1019586,AS Saint-Étienne,10249,1,1,2011/2012,France,2.55,2.55,2.38,,2.5,2.5,3.2,3.1,3,,3,3.12,2.9,2.8,2.75,2.75,,3,3.25,2.9,3.1,2.5,NE,10309,10249,70,Montpellier Hérault SC,MON
5958,France Ligue 1,1019587,FC Sochaux-Montbéliard,9748,2,1,2011/2012,France,3.1,3.1,3,,3.3,3.5,3.2,3.2,3,,3.1,3.25,2.3,2.1,2.2,2.2,,2.3,2.3,2.3,3.1,3.2,ANO,9545,9748,66,Olympique Lyonnais,LYO
5959,France Ligue 1,1019589,AC Ajaccio,7819,2,2,2011/2012,France,3.1,3.1,2.75,,3,3.3,3.1,3.05,3,,3,3.12,2.35,2.6,2.38,2.38,,2.5,2.4,2.4,3,3.2,NE,9540,7819,210,SM Caen,CAE
5960,France Ligue 1,1019591,Stade Brestois 29,9874,2,0,2011/2012,France,2.3,2.3,2.2,,2.2,2.3,3.1,3,3,,2.9,3.12,3.2,3.1,3,3,,3.75,3.75,3.5,3,2.25,ANO,9553,9874,226,FC Sochaux-Montbéliard,SOC
5961,France Ligue 1,1019593,Dijon FCO,9827,2,0,2011/2012,France,3,3,2.75,,3.25,3.4,3.1,3.1,3,,3.1,3.1,2.4,2.4,2.38,2.38,,2.3,2.4,2.4,3.1,3.1,ANO,9539,9827,59,Girondins de Bordeaux,BOR
5962,France Ligue 1,1019594,Évian Thonon Gaillard FC,8689,2,1,2011/2012,France,2.7,2.7,2.5,,2.75,2.88,3,3.05,3,,3.1,3,2.7,2.65,2.6,2.6,,2.62,2.88,2.75,3,2.75,ANO,9544,8689,217,FC Lorient,LOR
5964,France Ligue 1,1019598,Montpellier Hérault SC,8592,1,0,2011/2012,France,2.75,2.75,2.6,,2.62,2.88,3.1,3.05,3,,3.1,3.12,2.75,2.55,2.5,2.5,,2.75,2.75,2.63,3.1,2.8,ANO,9552,8592,219,Olympique de Marseille,MAR
5965,France Ligue 1,1019601,OGC Nice,9853,0,2,2011/2012,France,2.4,2.4,2.25,,2.4,2.4,3,3.1,2.88,,3.1,3.1,3.1,3.1,3,3,,3.1,3.3,3.2,3,2.4,ANO,9556,9853,1819,AS Saint-Étienne,ETI
5967,France Ligue 1,1019605,Toulouse FC,8639,0,0,2011/2012,France,3.2,3.2,2.75,,2.88,3.25,2.95,3.1,3,,3.2,3.12,2.4,2.5,2.38,2.38,,2.45,2.5,2.5,3,3,NE,9550,8639,65,LOSC Lille,LIL
5968,France Ligue 1,1019609,Valenciennes FC,8583,2,1,2011/2012,France,2.2,2.2,2.1,,2.2,2.2,3,3.1,3,,3.1,3.12,3.5,3.3,3.2,3.2,,3.5,3.6,3.4,3.1,2.25,ANO,9537,8583,57,AJ Auxerre,AUX
5969,France Ligue 1,1019614,AJ Auxerre,9748,0,3,2011/2012,France,3.1,3.1,2.8,,3.2,3.3,3.1,3.1,3,,3.2,3.12,2.45,2.3,2.3,2.3,,2.3,2.4,2.4,3.1,3.1,ANO,9545,9748,66,Olympique Lyonnais,LYO
5973,France Ligue 1,1019623,Olympique de Marseille,9847,3,0,2011/2012,France,2.4,2.4,2.25,,2.3,2.38,3.1,3.1,2.88,,3.3,3.2,3,3,3,3,,3.1,3.4,3.2,3.2,2.25,ANO,9548,9847,73,Paris Saint-Germain,PSG
